#Freq(Hz)	Mag(strain/ct)	Phase(rad)
508.4063	1.562e-018	1.7591
508.4219	1.562e-018	1.7592
508.4375	1.5621e-018	1.7593
508.4531	1.5622e-018	1.7594
508.4688	1.5622e-018	1.7595
508.4844	1.5623e-018	1.7596
508.5	1.5624e-018	1.7596
508.5156	1.5625e-018	1.7597
508.5313	1.5625e-018	1.7598
508.5469	1.5626e-018	1.7599
508.5625	1.5627e-018	1.76
508.5781	1.5627e-018	1.7601
508.5938	1.5628e-018	1.7601
508.6094	1.5629e-018	1.7602
508.625	1.5629e-018	1.7603
508.6406	1.563e-018	1.7604
508.6563	1.5631e-018	1.7605
508.6719	1.5631e-018	1.7605
508.6875	1.5632e-018	1.7606
508.7031	1.5633e-018	1.7607
508.7188	1.5633e-018	1.7608
508.7344	1.5634e-018	1.7609
508.75	1.5635e-018	1.761
508.7656	1.5635e-018	1.761
508.7813	1.5636e-018	1.7611
508.7969	1.5637e-018	1.7612
508.8125	1.5637e-018	1.7613
508.8281	1.5638e-018	1.7614
508.8438	1.5639e-018	1.7615
508.8594	1.5639e-018	1.7615
508.875	1.564e-018	1.7616
508.8906	1.5641e-018	1.7617
508.9063	1.5642e-018	1.7618
508.9219	1.5642e-018	1.7619
508.9375	1.5643e-018	1.762
508.9531	1.5644e-018	1.762
508.9688	1.5644e-018	1.7621
508.9844	1.5645e-018	1.7622
509	1.5646e-018	1.7623
509.0156	1.5646e-018	1.7624
509.0313	1.5647e-018	1.7625
509.0469	1.5648e-018	1.7625
509.0625	1.5648e-018	1.7626
509.0781	1.5649e-018	1.7627
509.0938	1.565e-018	1.7628
509.1094	1.565e-018	1.7629
509.125	1.5651e-018	1.7629
509.1406	1.5652e-018	1.763
509.1563	1.5652e-018	1.7631
509.1719	1.5653e-018	1.7632
509.1875	1.5654e-018	1.7633
509.2031	1.5654e-018	1.7634
509.2188	1.5655e-018	1.7634
509.2344	1.5656e-018	1.7635
509.25	1.5657e-018	1.7636
509.2656	1.5657e-018	1.7637
509.2813	1.5658e-018	1.7638
509.2969	1.5659e-018	1.7639
509.3125	1.5659e-018	1.7639
509.3281	1.566e-018	1.764
509.3438	1.5661e-018	1.7641
509.3594	1.5661e-018	1.7642
509.375	1.5662e-018	1.7643
509.3906	1.5663e-018	1.7644
509.4063	1.5663e-018	1.7644
509.4219	1.5664e-018	1.7645
509.4375	1.5665e-018	1.7646
509.4531	1.5665e-018	1.7647
509.4688	1.5666e-018	1.7648
509.4844	1.5667e-018	1.7648
509.5	1.5667e-018	1.7649
509.5156	1.5668e-018	1.765
509.5313	1.5669e-018	1.7651
509.5469	1.567e-018	1.7652
509.5625	1.567e-018	1.7653
509.5781	1.5671e-018	1.7653
509.5938	1.5672e-018	1.7654
509.6094	1.5672e-018	1.7655
509.625	1.5673e-018	1.7656
509.6406	1.5674e-018	1.7657
509.6563	1.5674e-018	1.7658
509.6719	1.5675e-018	1.7658
509.6875	1.5676e-018	1.7659
509.7031	1.5676e-018	1.766
509.7188	1.5677e-018	1.7661
509.7344	1.5678e-018	1.7662
509.75	1.5678e-018	1.7663
509.7656	1.5679e-018	1.7663
509.7813	1.568e-018	1.7664
509.7969	1.568e-018	1.7665
509.8125	1.5681e-018	1.7666
509.8281	1.5682e-018	1.7667
509.8438	1.5683e-018	1.7667
509.8594	1.5683e-018	1.7668
509.875	1.5684e-018	1.7669
509.8906	1.5685e-018	1.767
509.9063	1.5685e-018	1.7671
509.9219	1.5686e-018	1.7672
509.9375	1.5687e-018	1.7672
509.9531	1.5687e-018	1.7673
509.9688	1.5688e-018	1.7674
509.9844	1.5689e-018	1.7675
510	1.5689e-018	1.7676
510.0156	1.569e-018	1.7677
510.0313	1.5691e-018	1.7677
510.0469	1.5691e-018	1.7678
510.0625	1.5692e-018	1.7679
510.0781	1.5693e-018	1.768
510.0938	1.5694e-018	1.7681
510.1094	1.5694e-018	1.7682
510.125	1.5695e-018	1.7682
510.1406	1.5696e-018	1.7683
510.1563	1.5696e-018	1.7684
510.1719	1.5697e-018	1.7685
510.1875	1.5698e-018	1.7686
510.2031	1.5698e-018	1.7686
510.2188	1.5699e-018	1.7687
510.2344	1.57e-018	1.7688
510.25	1.57e-018	1.7689
510.2656	1.5701e-018	1.769
510.2813	1.5702e-018	1.7691
510.2969	1.5702e-018	1.7691
510.3125	1.5703e-018	1.7692
510.3281	1.5704e-018	1.7693
510.3438	1.5705e-018	1.7694
510.3594	1.5705e-018	1.7695
510.375	1.5706e-018	1.7696
510.3906	1.5707e-018	1.7696
510.4063	1.5707e-018	1.7697
510.4219	1.5708e-018	1.7698
510.4375	1.5709e-018	1.7699
510.4531	1.5709e-018	1.77
510.4688	1.571e-018	1.77
510.4844	1.5711e-018	1.7701
510.5	1.5711e-018	1.7702
510.5156	1.5712e-018	1.7703
510.5313	1.5713e-018	1.7704
510.5469	1.5714e-018	1.7705
510.5625	1.5714e-018	1.7705
510.5781	1.5715e-018	1.7706
510.5938	1.5716e-018	1.7707
510.6094	1.5716e-018	1.7708
510.625	1.5717e-018	1.7709
510.6406	1.5718e-018	1.771
510.6563	1.5718e-018	1.771
510.6719	1.5719e-018	1.7711
510.6875	1.572e-018	1.7712
510.7031	1.572e-018	1.7713
510.7188	1.5721e-018	1.7714
510.7344	1.5722e-018	1.7714
510.75	1.5723e-018	1.7715
510.7656	1.5723e-018	1.7716
510.7813	1.5724e-018	1.7717
510.7969	1.5725e-018	1.7718
510.8125	1.5725e-018	1.7719
510.8281	1.5726e-018	1.7719
510.8438	1.5727e-018	1.772
510.8594	1.5727e-018	1.7721
510.875	1.5728e-018	1.7722
510.8906	1.5729e-018	1.7723
510.9063	1.5729e-018	1.7723
510.9219	1.573e-018	1.7724
510.9375	1.5731e-018	1.7725
510.9531	1.5732e-018	1.7726
510.9688	1.5732e-018	1.7727
510.9844	1.5733e-018	1.7728
511	1.5734e-018	1.7728
511.0156	1.5734e-018	1.7729
511.0313	1.5735e-018	1.773
511.0469	1.5736e-018	1.7731
511.0625	1.5736e-018	1.7732
511.0781	1.5737e-018	1.7733
511.0938	1.5738e-018	1.7733
511.1094	1.5738e-018	1.7734
511.125	1.5739e-018	1.7735
511.1406	1.574e-018	1.7736
511.1563	1.5741e-018	1.7737
511.1719	1.5741e-018	1.7737
511.1875	1.5742e-018	1.7738
511.2031	1.5743e-018	1.7739
511.2188	1.5743e-018	1.774
511.2344	1.5744e-018	1.7741
511.25	1.5745e-018	1.7742
511.2656	1.5745e-018	1.7742
511.2813	1.5746e-018	1.7743
511.2969	1.5747e-018	1.7744
511.3125	1.5748e-018	1.7745
511.3281	1.5748e-018	1.7746
511.3438	1.5749e-018	1.7747
511.3594	1.575e-018	1.7747
511.375	1.575e-018	1.7748
511.3906	1.5751e-018	1.7749
511.4063	1.5752e-018	1.775
511.4219	1.5752e-018	1.7751
511.4375	1.5753e-018	1.7751
511.4531	1.5754e-018	1.7752
511.4688	1.5754e-018	1.7753
511.4844	1.5755e-018	1.7754
511.5	1.5756e-018	1.7755
511.5156	1.5757e-018	1.7756
511.5313	1.5757e-018	1.7756
511.5469	1.5758e-018	1.7757
511.5625	1.5759e-018	1.7758
511.5781	1.5759e-018	1.7759
511.5938	1.576e-018	1.776
511.6094	1.5761e-018	1.776
511.625	1.5761e-018	1.7761
511.6406	1.5762e-018	1.7762
511.6563	1.5763e-018	1.7763
511.6719	1.5764e-018	1.7764
511.6875	1.5764e-018	1.7765
511.7031	1.5765e-018	1.7765
511.7188	1.5766e-018	1.7766
511.7344	1.5766e-018	1.7767
511.75	1.5767e-018	1.7768
511.7656	1.5768e-018	1.7769
511.7813	1.5768e-018	1.777
511.7969	1.5769e-018	1.777
511.8125	1.577e-018	1.7771
511.8281	1.5771e-018	1.7772
511.8438	1.5771e-018	1.7773
511.8594	1.5772e-018	1.7774
511.875	1.5773e-018	1.7774
511.8906	1.5773e-018	1.7775
511.9063	1.5774e-018	1.7776
511.9219	1.5775e-018	1.7777
511.9375	1.5775e-018	1.7778
511.9531	1.5776e-018	1.7779
511.9688	1.5777e-018	1.7779
511.9844	1.5778e-018	1.778
512	1.5778e-018	1.7781
512.0156	1.5779e-018	1.7782
512.0313	1.578e-018	1.7783
512.0469	1.578e-018	1.7783
512.0625	1.5781e-018	1.7784
512.0781	1.5782e-018	1.7785
512.0938	1.5782e-018	1.7786
512.1094	1.5783e-018	1.7787
512.125	1.5784e-018	1.7788
512.1406	1.5785e-018	1.7788
512.1563	1.5785e-018	1.7789
512.1719	1.5786e-018	1.779
512.1875	1.5787e-018	1.7791
512.2031	1.5787e-018	1.7792
512.2188	1.5788e-018	1.7792
512.2344	1.5789e-018	1.7793
512.25	1.5789e-018	1.7794
512.2656	1.579e-018	1.7795
512.2813	1.5791e-018	1.7796
512.2969	1.5792e-018	1.7797
512.3125	1.5792e-018	1.7797
512.3281	1.5793e-018	1.7798
512.3438	1.5794e-018	1.7799
512.3594	1.5794e-018	1.78
512.375	1.5795e-018	1.7801
512.3906	1.5796e-018	1.7801
512.4063	1.5796e-018	1.7802
512.4219	1.5797e-018	1.7803
512.4375	1.5798e-018	1.7804
512.4531	1.5799e-018	1.7805
512.4688	1.5799e-018	1.7806
512.4844	1.58e-018	1.7806
512.5	1.5801e-018	1.7807
512.5156	1.5801e-018	1.7808
512.5313	1.5802e-018	1.7809
512.5469	1.5803e-018	1.781
512.5625	1.5803e-018	1.781
512.5781	1.5804e-018	1.7811
512.5938	1.5805e-018	1.7812
512.6094	1.5806e-018	1.7813
512.625	1.5806e-018	1.7814
512.6406	1.5807e-018	1.7815
512.6563	1.5808e-018	1.7815
512.6719	1.5808e-018	1.7816
512.6875	1.5809e-018	1.7817
512.7031	1.581e-018	1.7818
512.7188	1.5811e-018	1.7819
512.7344	1.5811e-018	1.7819
512.75	1.5812e-018	1.782
512.7656	1.5813e-018	1.7821
512.7813	1.5813e-018	1.7822
512.7969	1.5814e-018	1.7823
512.8125	1.5815e-018	1.7824
512.8281	1.5815e-018	1.7824
512.8438	1.5816e-018	1.7825
512.8594	1.5817e-018	1.7826
512.875	1.5818e-018	1.7827
512.8906	1.5818e-018	1.7828
512.9063	1.5819e-018	1.7828
512.9219	1.582e-018	1.7829
512.9375	1.582e-018	1.783
512.9531	1.5821e-018	1.7831
512.9688	1.5822e-018	1.7832
512.9844	1.5822e-018	1.7833
513	1.5823e-018	1.7833
513.0156	1.5824e-018	1.7834
513.0313	1.5825e-018	1.7835
513.0469	1.5825e-018	1.7836
513.0625	1.5826e-018	1.7837
513.0781	1.5827e-018	1.7837
513.0938	1.5827e-018	1.7838
513.1094	1.5828e-018	1.7839
513.125	1.5829e-018	1.784
513.1406	1.583e-018	1.7841
513.1563	1.583e-018	1.7842
513.1719	1.5831e-018	1.7842
513.1875	1.5832e-018	1.7843
513.2031	1.5832e-018	1.7844
513.2188	1.5833e-018	1.7845
513.2344	1.5834e-018	1.7846
513.25	1.5835e-018	1.7846
513.2656	1.5835e-018	1.7847
513.2813	1.5836e-018	1.7848
513.2969	1.5837e-018	1.7849
513.3125	1.5837e-018	1.785
513.3281	1.5838e-018	1.7851
513.3438	1.5839e-018	1.7851
513.3594	1.5839e-018	1.7852
513.375	1.584e-018	1.7853
513.3906	1.5841e-018	1.7854
513.4063	1.5842e-018	1.7855
513.4219	1.5842e-018	1.7855
513.4375	1.5843e-018	1.7856
513.4531	1.5844e-018	1.7857
513.4688	1.5844e-018	1.7858
513.4844	1.5845e-018	1.7859
513.5	1.5846e-018	1.786
513.5156	1.5847e-018	1.786
513.5313	1.5847e-018	1.7861
513.5469	1.5848e-018	1.7862
513.5625	1.5849e-018	1.7863
513.5781	1.5849e-018	1.7864
513.5938	1.585e-018	1.7864
513.6094	1.5851e-018	1.7865
513.625	1.5852e-018	1.7866
513.6406	1.5852e-018	1.7867
513.6563	1.5853e-018	1.7868
513.6719	1.5854e-018	1.7868
513.6875	1.5854e-018	1.7869
513.7031	1.5855e-018	1.787
513.7188	1.5856e-018	1.7871
513.7344	1.5856e-018	1.7872
513.75	1.5857e-018	1.7873
513.7656	1.5858e-018	1.7873
513.7813	1.5859e-018	1.7874
513.7969	1.5859e-018	1.7875
513.8125	1.586e-018	1.7876
513.8281	1.5861e-018	1.7877
513.8438	1.5861e-018	1.7877
513.8594	1.5862e-018	1.7878
513.875	1.5863e-018	1.7879
513.8906	1.5864e-018	1.788
513.9063	1.5864e-018	1.7881
513.9219	1.5865e-018	1.7882
513.9375	1.5866e-018	1.7882
513.9531	1.5866e-018	1.7883
513.9688	1.5867e-018	1.7884
513.9844	1.5868e-018	1.7885
514	1.5869e-018	1.7886
514.0156	1.5869e-018	1.7886
514.0313	1.587e-018	1.7887
514.0469	1.5871e-018	1.7888
514.0625	1.5871e-018	1.7889
514.0781	1.5872e-018	1.789
514.0938	1.5873e-018	1.7891
514.1094	1.5874e-018	1.7891
514.125	1.5874e-018	1.7892
514.1406	1.5875e-018	1.7893
514.1563	1.5876e-018	1.7894
514.1719	1.5876e-018	1.7895
514.1875	1.5877e-018	1.7895
514.2031	1.5878e-018	1.7896
514.2188	1.5879e-018	1.7897
514.2344	1.5879e-018	1.7898
514.25	1.588e-018	1.7899
514.2656	1.5881e-018	1.7899
514.2813	1.5881e-018	1.79
514.2969	1.5882e-018	1.7901
514.3125	1.5883e-018	1.7902
514.3281	1.5884e-018	1.7903
514.3438	1.5884e-018	1.7904
514.3594	1.5885e-018	1.7904
514.375	1.5886e-018	1.7905
514.3906	1.5886e-018	1.7906
514.4063	1.5887e-018	1.7907
514.4219	1.5888e-018	1.7908
514.4375	1.5889e-018	1.7908
514.4531	1.5889e-018	1.7909
514.4688	1.589e-018	1.791
514.4844	1.5891e-018	1.7911
514.5	1.5891e-018	1.7912
514.5156	1.5892e-018	1.7912
514.5313	1.5893e-018	1.7913
514.5469	1.5894e-018	1.7914
514.5625	1.5894e-018	1.7915
514.5781	1.5895e-018	1.7916
514.5938	1.5896e-018	1.7917
514.6094	1.5896e-018	1.7917
514.625	1.5897e-018	1.7918
514.6406	1.5898e-018	1.7919
514.6563	1.5899e-018	1.792
514.6719	1.5899e-018	1.7921
514.6875	1.59e-018	1.7921
514.7031	1.5901e-018	1.7922
514.7188	1.5901e-018	1.7923
514.7344	1.5902e-018	1.7924
514.75	1.5903e-018	1.7925
514.7656	1.5904e-018	1.7926
514.7813	1.5904e-018	1.7926
514.7969	1.5905e-018	1.7927
514.8125	1.5906e-018	1.7928
514.8281	1.5906e-018	1.7929
514.8438	1.5907e-018	1.793
514.8594	1.5908e-018	1.793
514.875	1.5909e-018	1.7931
514.8906	1.5909e-018	1.7932
514.9063	1.591e-018	1.7933
514.9219	1.5911e-018	1.7934
514.9375	1.5911e-018	1.7934
514.9531	1.5912e-018	1.7935
514.9688	1.5913e-018	1.7936
514.9844	1.5914e-018	1.7937
515	1.5914e-018	1.7938
515.0156	1.5915e-018	1.7939
515.0313	1.5916e-018	1.7939
515.0469	1.5917e-018	1.794
515.0625	1.5917e-018	1.7941
515.0781	1.5918e-018	1.7942
515.0938	1.5919e-018	1.7943
515.1094	1.5919e-018	1.7943
515.125	1.592e-018	1.7944
515.1406	1.5921e-018	1.7945
515.1563	1.5922e-018	1.7946
515.1719	1.5922e-018	1.7947
515.1875	1.5923e-018	1.7947
515.2031	1.5924e-018	1.7948
515.2188	1.5924e-018	1.7949
515.2344	1.5925e-018	1.795
515.25	1.5926e-018	1.7951
515.2656	1.5927e-018	1.7952
515.2813	1.5927e-018	1.7952
515.2969	1.5928e-018	1.7953
515.3125	1.5929e-018	1.7954
515.3281	1.5929e-018	1.7955
515.3438	1.593e-018	1.7956
515.3594	1.5931e-018	1.7956
515.375	1.5932e-018	1.7957
515.3906	1.5932e-018	1.7958
515.4063	1.5933e-018	1.7959
515.4219	1.5934e-018	1.796
515.4375	1.5935e-018	1.796
515.4531	1.5935e-018	1.7961
515.4688	1.5936e-018	1.7962
515.4844	1.5937e-018	1.7963
515.5	1.5937e-018	1.7964
515.5156	1.5938e-018	1.7964
515.5313	1.5939e-018	1.7965
515.5469	1.594e-018	1.7966
515.5625	1.594e-018	1.7967
515.5781	1.5941e-018	1.7968
515.5938	1.5942e-018	1.7969
515.6094	1.5942e-018	1.7969
515.625	1.5943e-018	1.797
515.6406	1.5944e-018	1.7971
515.6563	1.5945e-018	1.7972
515.6719	1.5945e-018	1.7973
515.6875	1.5946e-018	1.7973
515.7031	1.5947e-018	1.7974
515.7188	1.5948e-018	1.7975
515.7344	1.5948e-018	1.7976
515.75	1.5949e-018	1.7977
515.7656	1.595e-018	1.7977
515.7813	1.595e-018	1.7978
515.7969	1.5951e-018	1.7979
515.8125	1.5952e-018	1.798
515.8281	1.5953e-018	1.7981
515.8438	1.5953e-018	1.7982
515.8594	1.5954e-018	1.7982
515.875	1.5955e-018	1.7983
515.8906	1.5955e-018	1.7984
515.9063	1.5956e-018	1.7985
515.9219	1.5957e-018	1.7986
515.9375	1.5958e-018	1.7986
515.9531	1.5958e-018	1.7987
515.9688	1.5959e-018	1.7988
515.9844	1.596e-018	1.7989
516	1.5961e-018	1.799
516.0156	1.5961e-018	1.799
516.0313	1.5962e-018	1.7991
516.0469	1.5963e-018	1.7992
516.0625	1.5963e-018	1.7993
516.0781	1.5964e-018	1.7994
516.0938	1.5965e-018	1.7994
516.1094	1.5966e-018	1.7995
516.125	1.5966e-018	1.7996
516.1406	1.5967e-018	1.7997
516.1563	1.5968e-018	1.7998
516.1719	1.5969e-018	1.7999
516.1875	1.5969e-018	1.7999
516.2031	1.597e-018	1.8
516.2188	1.5971e-018	1.8001
516.2344	1.5971e-018	1.8002
516.25	1.5972e-018	1.8003
516.2656	1.5973e-018	1.8003
516.2813	1.5974e-018	1.8004
516.2969	1.5974e-018	1.8005
516.3125	1.5975e-018	1.8006
516.3281	1.5976e-018	1.8007
516.3438	1.5976e-018	1.8007
516.3594	1.5977e-018	1.8008
516.375	1.5978e-018	1.8009
516.3906	1.5979e-018	1.801
516.4063	1.5979e-018	1.8011
516.4219	1.598e-018	1.8011
516.4375	1.5981e-018	1.8012
516.4531	1.5982e-018	1.8013
516.4688	1.5982e-018	1.8014
516.4844	1.5983e-018	1.8015
516.5	1.5984e-018	1.8016
516.5156	1.5984e-018	1.8016
516.5313	1.5985e-018	1.8017
516.5469	1.5986e-018	1.8018
516.5625	1.5987e-018	1.8019
516.5781	1.5987e-018	1.802
516.5938	1.5988e-018	1.802
516.6094	1.5989e-018	1.8021
516.625	1.599e-018	1.8022
516.6406	1.599e-018	1.8023
516.6563	1.5991e-018	1.8024
516.6719	1.5992e-018	1.8024
516.6875	1.5993e-018	1.8025
516.7031	1.5993e-018	1.8026
516.7188	1.5994e-018	1.8027
516.7344	1.5995e-018	1.8028
516.75	1.5995e-018	1.8028
516.7656	1.5996e-018	1.8029
516.7813	1.5997e-018	1.803
516.7969	1.5998e-018	1.8031
516.8125	1.5998e-018	1.8032
516.8281	1.5999e-018	1.8033
516.8438	1.6e-018	1.8033
516.8594	1.6001e-018	1.8034
516.875	1.6001e-018	1.8035
516.8906	1.6002e-018	1.8036
516.9063	1.6003e-018	1.8037
516.9219	1.6003e-018	1.8037
516.9375	1.6004e-018	1.8038
516.9531	1.6005e-018	1.8039
516.9688	1.6006e-018	1.804
516.9844	1.6006e-018	1.8041
517	1.6007e-018	1.8041
517.0156	1.6008e-018	1.8042
517.0313	1.6009e-018	1.8043
517.0469	1.6009e-018	1.8044
517.0625	1.601e-018	1.8045
517.0781	1.6011e-018	1.8045
517.0938	1.6011e-018	1.8046
517.1094	1.6012e-018	1.8047
517.125	1.6013e-018	1.8048
517.1406	1.6014e-018	1.8049
517.1563	1.6014e-018	1.8049
517.1719	1.6015e-018	1.805
517.1875	1.6016e-018	1.8051
517.2031	1.6017e-018	1.8052
517.2188	1.6017e-018	1.8053
517.2344	1.6018e-018	1.8054
517.25	1.6019e-018	1.8054
517.2656	1.602e-018	1.8055
517.2813	1.602e-018	1.8056
517.2969	1.6021e-018	1.8057
517.3125	1.6022e-018	1.8058
517.3281	1.6022e-018	1.8058
517.3438	1.6023e-018	1.8059
517.3594	1.6024e-018	1.806
517.375	1.6025e-018	1.8061
517.3906	1.6025e-018	1.8062
517.4063	1.6026e-018	1.8062
517.4219	1.6027e-018	1.8063
517.4375	1.6028e-018	1.8064
517.4531	1.6028e-018	1.8065
517.4688	1.6029e-018	1.8066
517.4844	1.603e-018	1.8066
517.5	1.6031e-018	1.8067
517.5156	1.6031e-018	1.8068
517.5313	1.6032e-018	1.8069
517.5469	1.6033e-018	1.807
517.5625	1.6033e-018	1.807
517.5781	1.6034e-018	1.8071
517.5938	1.6035e-018	1.8072
517.6094	1.6036e-018	1.8073
517.625	1.6036e-018	1.8074
517.6406	1.6037e-018	1.8074
517.6563	1.6038e-018	1.8075
517.6719	1.6039e-018	1.8076
517.6875	1.6039e-018	1.8077
517.7031	1.604e-018	1.8078
517.7188	1.6041e-018	1.8079
517.7344	1.6042e-018	1.8079
517.75	1.6042e-018	1.808
517.7656	1.6043e-018	1.8081
517.7813	1.6044e-018	1.8082
517.7969	1.6044e-018	1.8083
517.8125	1.6045e-018	1.8083
517.8281	1.6046e-018	1.8084
517.8438	1.6047e-018	1.8085
517.8594	1.6047e-018	1.8086
517.875	1.6048e-018	1.8087
517.8906	1.6049e-018	1.8087
517.9063	1.605e-018	1.8088
517.9219	1.605e-018	1.8089
517.9375	1.6051e-018	1.809
517.9531	1.6052e-018	1.8091
517.9688	1.6053e-018	1.8091
517.9844	1.6053e-018	1.8092
518	1.6054e-018	1.8093
518.0156	1.6055e-018	1.8094
518.0313	1.6056e-018	1.8095
518.0469	1.6056e-018	1.8095
518.0625	1.6057e-018	1.8096
518.0781	1.6058e-018	1.8097
518.0938	1.6058e-018	1.8098
518.1094	1.6059e-018	1.8099
518.125	1.606e-018	1.8099
518.1406	1.6061e-018	1.81
518.1563	1.6061e-018	1.8101
518.1719	1.6062e-018	1.8102
518.1875	1.6063e-018	1.8103
518.2031	1.6064e-018	1.8103
518.2188	1.6064e-018	1.8104
518.2344	1.6065e-018	1.8105
518.25	1.6066e-018	1.8106
518.2656	1.6067e-018	1.8107
518.2813	1.6067e-018	1.8107
518.2969	1.6068e-018	1.8108
518.3125	1.6069e-018	1.8109
518.3281	1.607e-018	1.811
518.3438	1.607e-018	1.8111
518.3594	1.6071e-018	1.8112
518.375	1.6072e-018	1.8112
518.3906	1.6073e-018	1.8113
518.4063	1.6073e-018	1.8114
518.4219	1.6074e-018	1.8115
518.4375	1.6075e-018	1.8116
518.4531	1.6075e-018	1.8116
518.4688	1.6076e-018	1.8117
518.4844	1.6077e-018	1.8118
518.5	1.6078e-018	1.8119
518.5156	1.6078e-018	1.812
518.5313	1.6079e-018	1.812
518.5469	1.608e-018	1.8121
518.5625	1.6081e-018	1.8122
518.5781	1.6081e-018	1.8123
518.5938	1.6082e-018	1.8124
518.6094	1.6083e-018	1.8124
518.625	1.6084e-018	1.8125
518.6406	1.6084e-018	1.8126
518.6563	1.6085e-018	1.8127
518.6719	1.6086e-018	1.8128
518.6875	1.6087e-018	1.8128
518.7031	1.6087e-018	1.8129
518.7188	1.6088e-018	1.813
518.7344	1.6089e-018	1.8131
518.75	1.609e-018	1.8132
518.7656	1.609e-018	1.8132
518.7813	1.6091e-018	1.8133
518.7969	1.6092e-018	1.8134
518.8125	1.6093e-018	1.8135
518.8281	1.6093e-018	1.8136
518.8438	1.6094e-018	1.8136
518.8594	1.6095e-018	1.8137
518.875	1.6095e-018	1.8138
518.8906	1.6096e-018	1.8139
518.9063	1.6097e-018	1.814
518.9219	1.6098e-018	1.814
518.9375	1.6098e-018	1.8141
518.9531	1.6099e-018	1.8142
518.9688	1.61e-018	1.8143
518.9844	1.6101e-018	1.8144
519	1.6101e-018	1.8144
519.0156	1.6102e-018	1.8145
519.0313	1.6103e-018	1.8146
519.0469	1.6104e-018	1.8147
519.0625	1.6104e-018	1.8148
519.0781	1.6105e-018	1.8148
519.0938	1.6106e-018	1.8149
519.1094	1.6107e-018	1.815
519.125	1.6107e-018	1.8151
519.1406	1.6108e-018	1.8152
519.1563	1.6109e-018	1.8152
519.1719	1.611e-018	1.8153
519.1875	1.611e-018	1.8154
519.2031	1.6111e-018	1.8155
519.2188	1.6112e-018	1.8156
519.2344	1.6113e-018	1.8156
519.25	1.6113e-018	1.8157
519.2656	1.6114e-018	1.8158
519.2813	1.6115e-018	1.8159
519.2969	1.6116e-018	1.816
519.3125	1.6116e-018	1.816
519.3281	1.6117e-018	1.8161
519.3438	1.6118e-018	1.8162
519.3594	1.6119e-018	1.8163
519.375	1.6119e-018	1.8164
519.3906	1.612e-018	1.8165
519.4063	1.6121e-018	1.8165
519.4219	1.6122e-018	1.8166
519.4375	1.6122e-018	1.8167
519.4531	1.6123e-018	1.8168
519.4688	1.6124e-018	1.8169
519.4844	1.6124e-018	1.8169
519.5	1.6125e-018	1.817
519.5156	1.6126e-018	1.8171
519.5313	1.6127e-018	1.8172
519.5469	1.6127e-018	1.8173
519.5625	1.6128e-018	1.8173
519.5781	1.6129e-018	1.8174
519.5938	1.613e-018	1.8175
519.6094	1.613e-018	1.8176
519.625	1.6131e-018	1.8177
519.6406	1.6132e-018	1.8177
519.6563	1.6133e-018	1.8178
519.6719	1.6133e-018	1.8179
519.6875	1.6134e-018	1.818
519.7031	1.6135e-018	1.8181
519.7188	1.6136e-018	1.8181
519.7344	1.6136e-018	1.8182
519.75	1.6137e-018	1.8183
519.7656	1.6138e-018	1.8184
519.7813	1.6139e-018	1.8185
519.7969	1.6139e-018	1.8185
519.8125	1.614e-018	1.8186
519.8281	1.6141e-018	1.8187
519.8438	1.6142e-018	1.8188
519.8594	1.6142e-018	1.8189
519.875	1.6143e-018	1.8189
519.8906	1.6144e-018	1.819
519.9063	1.6145e-018	1.8191
519.9219	1.6145e-018	1.8192
519.9375	1.6146e-018	1.8193
519.9531	1.6147e-018	1.8193
519.9688	1.6148e-018	1.8194
519.9844	1.6148e-018	1.8195
520	1.6149e-018	1.8196
520.0156	1.615e-018	1.8197
520.0313	1.6151e-018	1.8197
520.0469	1.6151e-018	1.8198
520.0625	1.6152e-018	1.8199
520.0781	1.6153e-018	1.82
520.0938	1.6154e-018	1.8201
520.1094	1.6154e-018	1.8201
520.125	1.6155e-018	1.8202
520.1406	1.6156e-018	1.8203
520.1563	1.6157e-018	1.8204
520.1719	1.6157e-018	1.8205
520.1875	1.6158e-018	1.8205
520.2031	1.6159e-018	1.8206
520.2188	1.616e-018	1.8207
520.2344	1.616e-018	1.8208
520.25	1.6161e-018	1.8209
520.2656	1.6162e-018	1.8209
520.2813	1.6163e-018	1.821
520.2969	1.6163e-018	1.8211
520.3125	1.6164e-018	1.8212
520.3281	1.6165e-018	1.8213
520.3438	1.6166e-018	1.8213
520.3594	1.6166e-018	1.8214
520.375	1.6167e-018	1.8215
520.3906	1.6168e-018	1.8216
520.4063	1.6169e-018	1.8217
520.4219	1.6169e-018	1.8217
520.4375	1.617e-018	1.8218
520.4531	1.6171e-018	1.8219
520.4688	1.6172e-018	1.822
520.4844	1.6172e-018	1.8221
520.5	1.6173e-018	1.8221
520.5156	1.6174e-018	1.8222
520.5313	1.6175e-018	1.8223
520.5469	1.6175e-018	1.8224
520.5625	1.6176e-018	1.8225
520.5781	1.6177e-018	1.8225
520.5938	1.6178e-018	1.8226
520.6094	1.6178e-018	1.8227
520.625	1.6179e-018	1.8228
520.6406	1.618e-018	1.8229
520.6563	1.6181e-018	1.8229
520.6719	1.6181e-018	1.823
520.6875	1.6182e-018	1.8231
520.7031	1.6183e-018	1.8232
520.7188	1.6184e-018	1.8232
520.7344	1.6184e-018	1.8233
520.75	1.6185e-018	1.8234
