# This is the BNS population 
# Sources cataloged by Ravi Kumar
# file generated by Chad Hanna March 23 2006
#NAME	     #RA       #DEC	   #DIST   #LUM	 #FUDGE 	
UGC05574     +10:19.7  +22:27.1  21638.9   0.074  1.0
UGC09739     +15:08.9  +25:44.0  21638.9   0.045  1.0
PGC156904    +11:40.6  -05:51.2  21652.8   0.084  1.0
UGC05504     +10:12.8  +07:06.2  21652.8   0.039  1.0
ESO490-042   +06:46.6  -26:46.8  21666.7   0.095  1.0
PGC1074478   +11:53.8  -03:13.1  21666.7   0.005  1.0
UGC06604     +11:38.1  +58:45.5  21666.7   0.268  1.0
NGC4038      +12:01.9  -18:52.0  21680.6   5.297  1.0
ESO563-014   +08:42.9  -20:03.1  21694.4   1.486  1.0
NGC4517A     +12:32.5  +00:23.4  21694.4   0.731  1.0
PGC093140    +22:02.5  +19:45.0  21694.4   0.096  1.0
PGC1155970   +14:39.7  +00:03.4  21694.4   0.005  1.0
NGC3501      +11:00.2  +18:15.0  21700.0   0.560  1.0
UGC8074      +12:55.2  +02:58.0  21700.0   0.128  1.0
ESO382-040   +13:19.3  -33:16.7  21722.2   0.077  1.0
ESO555-022   +06:01.1  -21:44.1  21722.2   0.384  1.0
NGC0907      +02:23.0  -20:42.8  21722.2   0.964  1.0
PGC043051    +12:46.0  +08:28.6  21722.2   0.067  1.0
PGC170262    +13:32.7  -24:17.2  21722.2   0.122  1.0
PGC037931    +12:01.4  +14:02.0  21750.0   0.060  1.0
UGC02826     +03:43.7  +68:18.1  21750.0   1.282  1.0
ESO347-020   +23:31.5  -42:08.8  21763.9   0.151  1.0
PGC1198892   +12:32.8  +01:34.1  21763.9   0.012  1.0
PGC2183147   +09:43.7  +41:34.1  21763.9   0.004  1.0
PGC2457837   +10:51.5  +54:02.0  21763.9   0.014  1.0
ESO548-034   +03:32.9  -21:05.3  21777.8   0.151  1.0
ESO573-022   +12:26.7  -22:00.8  21777.8   0.035  1.0
PGC039655    +12:19.3  +05:54.6  21791.7   0.097  1.0
NGC3850      +11:42.9  +56:09.0  21800.0   0.294  1.0
UGC7477      +12:21.6  +06:53.0  21800.0   0.169  1.0
PGC074402    +03:25.0  -36:55.6  21805.6   0.098  1.0
UGC07354     +12:19.1  +03:51.4  21805.6   0.138  1.0
IC5271       +22:58.0  -33:44.5  21819.4   0.946  1.0
PGC036716    +11:46.4  +34:51.1  21819.4   0.118  1.0
PGC1209966   +10:00.1  +01:54.6  21819.4   0.006  1.0
NGC4775      +12:53.8  -06:37.3  21833.3   1.306  1.0
ESO172-010   +12:47.6  -53:33.1  21875.0   0.213  1.0
ESO325-041   +13:59.1  -42:30.5  21888.9   0.061  1.0
IC3635       +12:40.2  +12:52.5  21888.9   0.051  1.0
NGC3622      +11:20.2  +67:14.5  21888.9   0.550  1.0
NGC2613      +08:31.1  -22:48.0  21900.0   4.875  1.0
NGC274       +00:48.5  -07:20.0  21900.0   0.619  1.0
NGC275       +00:48.6  -07:20.0  21900.0   0.603  1.0
NGC2964      +09:39.9  +32:05.0  21900.0   1.419  1.0
NGC3898      +11:46.7  +56:22.0  21900.0   1.706  1.0
UGCA73       +03:25.9  -17:36.0  21900.0   0.093  1.0
PGC1021529   +02:41.3  -07:17.1  21902.8   0.009  1.0
ESO505-023   +12:09.6  -23:24.8  21930.6   0.177  1.0
NGC2380      +07:23.9  -27:31.7  21930.6   3.281  1.0
ESO346-033   +23:08.8  -39:48.7  21944.4   0.031  1.0
ESO411-013   +00:47.1  -31:34.9  21958.3   0.129  1.0
NGC5921      +15:21.9  +05:04.2  21958.3   2.270  1.0
IC4869       +19:36.0  -61:01.7  21972.2   0.337  1.0
PGC1064066   +11:52.5  -04:00.8  21972.2   0.005  1.0
ESO572-049   +12:03.4  -19:31.3  21986.1   0.370  1.0
UGC10229     +16:09.7  -00:06.9  21986.1   0.020  1.0
ESO551-031   +04:42.5  -21:41.5  22000.0   0.278  1.0
ESO563-016   +08:43.2  -20:39.7  22000.0   0.871  1.0
NGC3166      +10:11.2  +03:41.0  22000.0   1.905  1.0
NGC6340      +17:11.3  +72:22.0  22000.0   1.528  1.0
NGC7213      +22:06.2  -47:25.0  22000.0   2.168  1.0
NGC7218      +22:07.5  -16:55.0  22000.0   1.076  1.0
PGC1103489   +12:45.7  -02:01.8  22000.0   0.014  1.0
UGC7125      +12:06.2  +37:05.0  22000.0   0.474  1.0
ESO092-004   +09:59.7  -67:38.5  22013.9   0.575  1.0
ESO440-027   +11:53.4  -28:33.2  22013.9   1.570  1.0
PGC043056    +12:46.1  +10:09.7  22013.9   0.041  1.0
PGC756079    +23:07.5  -27:21.8  22027.8   0.005  1.0
PGC026144    +09:16.1  -09:09.1  22041.7   0.172  1.0
PGC068921    +22:27.7  -09:43.6  22041.7   0.231  1.0
PGC983900    +02:04.8  -09:58.9  22041.7   0.013  1.0
ESO575-061   +13:08.2  -21:00.1  22055.6   0.205  1.0
NGC4720      +12:50.7  -04:09.3  22055.6   0.177  1.0
UGC08688     +13:43.5  +43:27.8  22055.6   0.146  1.0
PGC1074301   +11:53.5  -03:13.8  22069.4   0.016  1.0
ESO488-049   +05:58.6  -25:24.9  22083.3   0.207  1.0
IC0976       +14:08.7  -01:09.7  22097.2   0.192  1.0
IC4653       +17:27.1  -60:52.7  22097.2   0.525  1.0
NGC1412      +03:40.4  -26:51.7  22097.2   0.115  1.0
NGC7406      +22:53.9  -06:34.7  22097.2   0.207  1.0
PGC021511    +07:39.7  -02:37.3  22097.2   0.059  1.0
PGC033816    +11:09.4  +10:50.0  22097.2   0.055  1.0
IC1953       +03:31.6  -21:37.0  22100.0   1.009  1.0
NGC3733      +11:32.2  +55:08.0  22100.0   1.202  1.0
NGC4142      +12:07.0  +53:23.0  22100.0   0.305  1.0
NGC5121      +13:21.9  -37:25.0  22100.0   1.202  1.0
PGC006402    +01:44.6  +04:53.4  22111.1   0.163  1.0
PGC1164663   +12:34.0  +00:23.2  22111.1   0.004  1.0
PGC1248951   +14:32.6  +03:16.9  22111.1   0.011  1.0
IC1532       +00:09.8  -64:22.3  22125.0   0.265  1.0
IC2913       +11:31.8  -30:24.6  22125.0   0.113  1.0
NGC2665      +08:46.0  -19:18.1  22125.0   0.946  1.0
ESO345-050   +22:45.6  -40:55.0  22138.9   0.137  1.0
IC0755       +12:01.1  +14:06.2  22138.9   0.288  1.0
UGC01803     +02:20.5  +06:48.6  22138.9   0.515  1.0
ESO548-068   +03:40.3  -18:55.9  22166.7   0.215  1.0
IC3349       +12:26.8  +12:27.2  22166.7   0.093  1.0
NGC5496      +14:11.6  -01:09.5  22166.7   1.038  1.0
NGC7259      +22:23.0  -28:57.2  22166.7   0.360  1.0
PGC1068442   +11:49.2  -03:39.5  22166.7   0.017  1.0
IC3005       +12:07.2  -30:01.4  22180.6   0.337  1.0
PGC032678    +10:53.1  +50:17.0  22194.4   0.122  1.0
NGC2742      +09:03.6  +60:41.0  22200.0   1.330  1.0
NGC3162      +10:10.8  +22:59.0  22200.0   1.191  1.0
NGC3245      +10:24.5  +28:46.0  22200.0   1.660  1.0
NGC4809      +12:52.3  +02:56.0  22200.0   0.175  1.0
NGC4951      +13:02.5  -06:14.0  22200.0   1.754  1.0
NGC5247      +13:35.4  -17:38.0  22200.0   3.733  1.0
NGC7742      +23:41.7  +10:29.0  22200.0   1.127  1.0
UGC3647      +07:00.7  +56:37.0  22200.0   0.136  1.0
UGC8839      +13:53.0  +18:02.0  22200.0   0.366  1.0
PGC1274893   +01:44.6  +04:53.6  22208.3   0.021  1.0
IC3229       +12:22.9  +06:40.7  22222.2   0.122  1.0
UGC06912     +11:56.2  +58:11.9  22222.2   0.026  1.0
ESO202-035   +04:32.2  -49:40.5  22236.1   1.148  1.0
ESO555-020   +06:00.4  -21:40.3  22236.1   0.074  1.0
ESO426-001   +06:21.7  -27:33.5  22250.0   0.182  1.0
IC5224       +22:30.5  -45:59.7  22250.0   0.316  1.0
NGC7496A     +23:12.4  -43:46.7  22250.0   0.086  1.0
ESO572-012   +11:53.9  -20:08.2  22277.8   0.105  1.0
PGC1209232   +11:35.7  +01:53.4  22277.8   0.003  1.0
PGC135767    +10:50.1  +01:15.8  22277.8   0.022  1.0
ESO495-012   +08:23.8  -25:50.3  22291.7   0.586  1.0
PGC068681    +22:30.6  -00:06.6  22291.7   0.013  1.0
NGC7232      +22:12.6  -46:06.0  22300.0   0.535  1.0
ESO218-012   +12:39.8  -52:13.8  22305.6   0.031  1.0
ESO505-002   +12:00.5  -24:43.4  22305.6   0.196  1.0
PGC032630    +10:52.3  +17:56.1  22319.4   0.105  1.0
PGC035705    +11:33.7  -03:26.2  22319.4   0.134  1.0
PGC2664300   +12:19.8  +64:05.4  22319.4   0.005  1.0
ESO092-014   +10:10.9  -66:38.8  22333.3   0.453  1.0
ESO323-030   +12:52.9  -42:44.2  22333.3   0.107  1.0
PGC051971    +14:32.7  +02:54.8  22333.3   0.047  1.0
PGC1191771   +11:39.0  +01:20.2  22333.3   0.017  1.0
ESO240-012   +23:38.8  -51:51.5  22347.2   0.225  1.0
PGC1174229   +10:44.9  +00:44.5  22347.2   0.011  1.0
PGC044996    +13:02.3  -49:28.7  22361.1   0.100  1.0
PGC1100661   +14:14.9  -02:08.3  22361.1   0.008  1.0
NGC4391      +12:25.3  +64:56.0  22375.0   0.353  1.0
NGC5811      +15:00.4  +01:37.4  22375.0   0.138  1.0
NGC3611      +11:17.5  +04:33.3  22388.9   0.724  1.0
UGC06345     +11:20.2  +02:31.5  22388.9   0.205  1.0
NGC2139      +05:59.0  -23:40.0  22400.0   1.432  1.0
NGC2985      +09:45.9  +72:31.0  22400.0   2.831  1.0
NGC3098      +09:59.5  +24:57.0  22400.0   0.614  1.0
NGC3190      +10:15.4  +22:05.0  22400.0   2.032  1.0
NGC3346      +10:41.0  +15:08.0  22400.0   0.855  1.0
NGC3657      +11:21.1  +53:12.0  22400.0   1.028  1.0
NGC450       +01:13.0  -01:08.0  22400.0   0.946  1.0
NGC5363      +13:53.6  +05:30.0  22400.0   2.630  1.0
UGC8385      +13:18.2  +10:03.0  22400.0   0.247  1.0
UGC07913     +12:44.5  -02:19.1  22402.8   0.035  1.0
IC1554       +00:33.1  -32:15.5  22416.7   0.157  1.0
PGC044506    +12:58.8  -06:06.7  22416.7   0.331  1.0
PGC2801014   +14:17.0  -01:30.2  22416.7   0.045  1.0
NGC3957      +11:54.0  -19:34.1  22430.6   0.625  1.0
UGC06169     +11:07.0  +12:03.5  22430.6   0.437  1.0
PGC034965    +11:23.3  +03:57.2  22458.3   0.061  1.0
PGC707430    +03:20.4  -31:14.9  22458.3   0.032  1.0
PGC1142424   +03:04.6  -00:28.5  22472.2   0.014  1.0
ESO506-033   +12:40.2  -25:19.6  22500.0   0.501  1.0
ESO562-019   +08:33.9  -21:53.1  22500.0   0.406  1.0
NGC3389      +10:45.8  +12:48.0  22500.0   1.318  1.0
NGC3945      +11:50.6  +60:57.0  22500.0   2.051  1.0
NGC4691      +12:45.7  -03:04.0  22500.0   1.738  1.0
NGC4781      +12:51.8  -10:16.0  22500.0   2.606  1.0
PGC063456    +19:38.5  -51:47.3  22500.0   0.100  1.0
PGC1145528   +12:40.1  -00:21.1  22500.0   0.027  1.0
PGC027071    +09:32.0  +32:13.7  22513.9   0.010  1.0
ESO490-010   +06:31.9  -26:46.1  22527.8   0.483  1.0
PGC2655453   +11:59.8  +63:25.6  22527.8   0.014  1.0
UGC00578     +00:56.3  +39:49.5  22527.8   0.288  1.0
UGC06233     +11:11.5  +06:54.4  22527.8   0.223  1.0
ESO145-025   +21:54.1  -57:36.7  22541.7   0.074  1.0
ESO440-006   +11:46.5  -30:05.9  22555.6   0.261  1.0
IC1962       +03:35.6  -21:17.6  22555.6   0.344  1.0
ESO358-066   +03:47.8  -36:28.3  22569.4   0.063  1.0
NGC2295      +06:47.3  -26:44.1  22569.4   0.738  1.0
ESO005-004   +06:05.6  -86:37.9  22583.3   1.570  1.0
ESO505-013   +12:06.1  -22:50.9  22583.3   0.391  1.0
IC1952       +03:33.4  -23:42.7  22583.3   0.920  1.0
PGC058798    +16:42.0  -05:01.9  22583.3   0.955  1.0
UGC6320      +11:15.6  +19:07.0  22600.0   0.288  1.0
UGCA279      +12:21.7  +04:30.0  22600.0   0.087  1.0
ESO382-041   +13:19.4  -35:06.1  22611.1   0.377  1.0
PGC1150546   +14:20.5  -00:09.3  22625.0   0.002  1.0
ESO469-008   +23:03.8  -28:44.6  22638.9   0.096  1.0
PGC036551    +11:44.6  -03:48.0  22638.9   0.278  1.0
PGC702766    +00:42.2  -31:39.0  22638.9   0.006  1.0
IC5269C      +23:00.8  -35:22.2  22652.8   0.334  1.0
NGC6538      +17:54.2  +73:25.4  22666.7   0.520  1.0
IC2130       +05:31.8  -23:08.7  22680.6   0.619  1.0
PGC030270    +10:20.9  +20:09.3  22680.6   0.024  1.0
ESO091-003   +09:13.5  -63:37.5  22694.4   1.854  1.0
PGC156572    +11:23.6  -09:47.7  22694.4   0.154  1.0
PGC773098    +03:08.6  -25:57.9  22694.4   0.003  1.0
UGC05676     +10:29.0  +54:43.0  22694.4   0.113  1.0
DDO180       +13:35.5  -09:33.0  22700.0   0.698  1.0
NGC4041      +11:59.7  +62:25.0  22700.0   1.675  1.0
NGC5248      +13:35.1  +09:08.0  22700.0   4.169  1.0
NGC701       +01:48.6  -09:57.0  22700.0   0.780  1.0
NGC5303      +13:47.7  +38:18.2  22722.2   1.259  1.0
IC4819       +19:07.1  -59:28.0  22736.1   0.535  1.0
PGC003848    +01:05.0  -06:44.2  22736.1   0.150  1.0
PGC027157    +09:33.7  +33:36.0  22736.1   0.065  1.0
NGC3981      +11:56.1  -19:53.7  22750.0   1.722  1.0
PGC135851    +14:35.8  +02:36.3  22750.0   0.019  1.0
ESO149-001   +23:47.8  -57:04.3  22763.9   1.213  1.0
PGC058661    +16:38.1  -04:49.4  22763.9   0.201  1.0
PGC082546    +09:50.3  +33:35.0  22763.9   0.018  1.0
ESO505-004   +12:01.4  -23:18.9  22777.8   0.122  1.0
NGC2844      +09:21.8  +40:09.1  22777.8   0.394  1.0
NGC1452      +03:43.1  -18:47.0  22800.0   0.655  1.0
NGC3041      +09:50.4  +16:55.0  22800.0   1.259  1.0
NGC3338      +10:39.5  +14:01.0  22800.0   3.251  1.0
NGC5014      +13:09.2  +36:33.0  22800.0   0.511  1.0
NGC6814      +19:39.9  -10:27.0  22800.0   2.270  1.0
NGC6835      +19:51.8  -12:42.0  22800.0   0.955  1.0
UGC5947      +10:47.8  +19:55.0  22800.0   0.114  1.0
UGC5998      +10:50.2  +50:33.0  22800.0   0.154  1.0
UGC8507      +13:28.6  +19:42.0  22800.0   0.223  1.0
UGCA426      +22:07.5  -19:06.0  22800.0   0.203  1.0
ESO555-019   +06:00.3  -21:39.9  22805.6   0.070  1.0
IC2763       +11:22.3  +13:03.9  22805.6   0.205  1.0
ESO482-013   +03:36.8  -24:54.8  22833.3   0.136  1.0
ESO532-014   +22:02.9  -22:28.3  22833.3   0.172  1.0
PGC006529    +01:46.9  -14:27.1  22833.3   0.128  1.0
PGC198452    +03:25.9  -25:48.7  22833.3   0.020  1.0
UGC02392     +02:55.7  +33:46.0  22833.3   0.171  1.0
ESO440-046   +12:04.7  -28:07.0  22847.2   0.488  1.0
NGC6118      +16:21.8  -02:17.0  22847.2   3.664  1.0
NGC3547      +11:09.9  +10:43.1  22861.1   0.847  1.0
PGC013058    +03:31.1  -36:17.3  22861.1   0.128  1.0
PGC100720    +06:45.1  -27:24.5  22861.1   0.010  1.0
IC1738       +01:51.1  -09:47.5  22875.0   0.160  1.0
NGC4027A     +11:59.5  -19:19.9  22875.0   0.149  1.0
NGC0115      +00:26.8  -33:40.6  22888.9   0.535  1.0
NGC5740      +14:44.4  +01:40.7  22888.9   1.225  1.0
DDO214       +22:33.9  -03:09.0  22900.0   0.445  1.0
NGC2591      +08:30.6  +78:12.0  22900.0   1.180  1.0
NGC3020      +09:47.4  +13:03.0  22900.0   0.817  1.0
NGC5360      +13:53.1  +05:14.0  22900.0   0.187  1.0
NGC600       +01:30.6  -07:34.0  22900.0   0.565  1.0
UGC7175      +12:08.4  +40:02.0  22900.0   0.156  1.0
UGC8575      +13:33.3  +09:14.0  22900.0   0.129  1.0
ESO410-017   +00:33.6  -27:47.8  22916.7   0.062  1.0
ESO487-017   +05:30.5  -24:52.6  22916.7   0.044  1.0
PGC1095411   +12:44.5  -02:19.1  22916.7   0.048  1.0
PGC134011    +03:21.3  -24:46.1  22916.7   0.070  1.0
PGC2166187   +09:23.2  +40:27.9  22916.7   0.009  1.0
NGC0681      +01:49.1  -10:25.6  22930.6   0.904  1.0
NGC3424      +10:51.7  +32:54.0  22930.6   1.213  1.0
PGC039584    +12:18.8  +12:35.8  22930.6   0.023  1.0
PGC1185375   +15:03.8  +01:07.6  22930.6   0.022  1.0
NGC4330      +12:23.3  +11:22.1  22944.4   1.282  1.0
PGC1177211   +12:39.0  +00:50.9  22944.4   0.012  1.0
PGC039606    +12:19.0  +06:05.6  22958.3   0.054  1.0
ESO037-010   +10:04.3  -75:28.7  22972.2   1.225  1.0
ESO411-016   +00:47.6  -27:56.8  22972.2   0.134  1.0
ESO411-019   +00:49.1  -29:07.4  22972.2   0.067  1.0
PGC1041550   +17:22.4  -05:41.6  22972.2   0.134  1.0
PGC2043836   +14:40.0  +34:05.9  22972.2   0.026  1.0
NGC3730      +11:34.2  -09:50.7  22986.1   0.474  1.0
ESO012-010   +23:56.4  -81:34.0  23000.0   0.268  1.0
NGC3596      +11:12.4  +15:04.0  23000.0   2.070  1.0
NGC4423      +12:24.6  +06:09.0  23000.0   0.299  1.0
NGC7625      +23:18.0  +16:57.0  23000.0   0.667  1.0
PGC2203407   +09:11.1  +42:39.4  23000.0   0.025  1.0
UGC6171      +11:04.6  +18:50.0  23000.0   0.189  1.0
UGC6534      +11:30.4  +63:34.0  23000.0   0.904  1.0
UGC8036      +12:52.3  +19:27.0  23000.0   0.752  1.0
PGC197925    +21:56.9  -24:51.8  23013.9   0.019  1.0
PGC2302764   +10:36.4  +47:41.9  23013.9   0.004  1.0
PGC015214    +04:28.7  -12:30.5  23027.8   0.100  1.0
NGC3779      +11:38.8  -10:35.0  23041.7   0.291  1.0
PGC1234729   +11:20.0  +02:41.3  23055.6   0.006  1.0
PGC700829    +22:39.8  -31:48.4  23055.6   0.004  1.0
PGC042173    +12:37.8  -01:20.6  23069.4   0.041  1.0
PGC057818    +16:19.3  +01:42.2  23069.4   0.042  1.0
PGC970380    +09:28.1  -11:04.1  23069.4   0.045  1.0
PGC1248433   +14:31.3  +03:15.4  23083.3   0.007  1.0
PGC2580656   +11:46.0  +58:36.3  23097.2   0.004  1.0
NGC5300      +13:45.7  +04:12.0  23100.0   1.000  1.0
NGC615       +01:32.6  -07:36.0  23100.0   1.854  1.0
UGC3574      +06:48.9  +57:15.0  23100.0   0.912  1.0
UGC5662      +10:24.2  +28:53.0  23100.0   0.158  1.0
UGC9560      +14:48.9  +35:47.0  23100.0   0.105  1.0
ESO309-005   +06:53.0  -39:16.2  23111.1   0.429  1.0
IC0796       +12:29.4  +16:24.2  23111.1   0.238  1.0
IC1066       +14:53.0  +03:17.7  23111.1   0.244  1.0
NGC5084      +13:20.2  -21:49.6  23111.1   3.467  1.0
PGC036687    +11:46.0  +58:32.1  23111.1   0.059  1.0
PGC037202    +11:52.5  -03:40.5  23111.1   0.136  1.0
PGC037625    +11:57.7  -10:10.3  23111.1   0.560  1.0
UGC09242     +14:25.3  +39:32.3  23111.1   1.330  1.0
ESO289-042   +22:35.5  -44:24.5  23125.0   0.112  1.0
ESO572-006   +11:52.3  -18:00.2  23125.0   0.024  1.0
IC1067       +14:53.0  +03:19.9  23125.0   0.614  1.0
NGC3187      +10:17.8  +21:52.4  23125.0   0.479  1.0
PGC046567    +13:20.6  -16:54.8  23125.0   0.161  1.0
IC2963       +11:49.4  -05:07.1  23138.9   0.111  1.0
IC4362       +14:05.3  -41:49.1  23138.9   0.863  1.0
PGC087108    +15:03.9  +00:25.7  23138.9   0.010  1.0
ESO572-009   +11:53.3  -18:10.0  23152.8   0.012  1.0
PGC2667196   +11:56.1  +64:21.0  23166.7   0.021  1.0
PGC988084    +22:27.5  -09:39.9  23166.7   0.025  1.0
ESO548-005   +03:23.8  -19:45.1  23180.6   0.150  1.0
ESO444-029   +13:25.2  -28:46.9  23194.4   0.017  1.0
NGC2280      +06:42.9  -27:35.0  23200.0   4.018  1.0
NGC3193      +10:15.7  +22:09.0  23200.0   1.629  1.0
NGC4742      +12:49.2  -10:11.0  23200.0   1.306  1.0
NGC821       +02:05.7  +10:46.0  23200.0   1.888  1.0
NGC986       +02:31.6  -39:15.0  23200.0   1.820  1.0
UGC5833      +10:40.4  +20:41.0  23200.0   0.100  1.0
ESO012-014   +00:02.7  -80:20.9  23208.3   0.128  1.0
ESO078-010   +23:57.2  -64:40.9  23222.2   0.068  1.0
ESO172-009   +12:47.5  -53:56.8  23222.2   0.787  1.0
PGC003711    +01:02.3  -04:30.5  23222.2   0.014  1.0
PGC041942    +12:35.5  +06:20.0  23222.2   0.035  1.0
PGC132225    +03:55.7  -36:15.7  23222.2   0.036  1.0
ESO346-018   +22:57.2  -40:05.9  23236.1   0.090  1.0
UGC11539     +20:18.5  +62:41.5  23236.1   0.286  1.0
PGC1248765   +14:39.2  +03:16.4  23250.0   0.009  1.0
PGC674189    +23:06.5  -33:35.8  23250.0   0.005  1.0
UGC01112     +01:33.3  +03:04.2  23250.0   0.179  1.0
NGC7709      +23:35.4  -16:42.3  23277.8   0.370  1.0
PGC039639    +12:19.2  +05:59.3  23291.7   0.028  1.0
A1247        +12:46.8  -09:51.0  23300.0   1.459  1.0
DDO171       +13:16.0  -08:11.0  23300.0   0.249  1.0
NGC2654      +08:45.2  +60:24.0  23300.0   1.406  1.0
NGC2950      +09:39.0  +59:05.0  23300.0   1.585  1.0
NGC3301      +10:34.2  +22:08.0  23300.0   1.086  1.0
NGC4094      +12:03.3  -14:16.0  23300.0   1.343  1.0
NGC4697      +12:46.0  -05:32.0  23300.0   7.244  1.0
NGC6236      +16:45.0  +70:52.0  23300.0   1.213  1.0
NGC7727      +23:37.3  -12:34.0  23300.0   2.208  1.0
UGC7056      +12:01.7  +62:47.0  23300.0   0.334  1.0
PGC1165764   +15:03.9  +00:25.9  23305.6   0.011  1.0
NGC0274      +00:51.0  -07:03.4  23319.4   0.520  1.0
PGC1117977   +12:43.3  -01:28.0  23319.4   0.019  1.0
PGC678573    +00:29.3  -33:16.3  23319.4   0.009  1.0
NGC0298      +00:55.0  -07:20.0  23333.3   0.511  1.0
ESO606-007   +23:46.1  -19:21.5  23361.1   0.149  1.0
PGC071442    +23:26.5  +18:16.0  23361.1   0.072  1.0
ESO505-007   +12:03.5  -25:28.4  23375.0   0.012  1.0
ESO467-051   +22:23.3  -28:58.8  23388.9   0.614  1.0
PGC1223766   +14:58.7  +02:20.3  23388.9   0.003  1.0
NGC3226      +10:20.7  +20:09.0  23400.0   1.047  1.0
NGC3370      +10:44.4  +17:32.0  23400.0   1.355  1.0
NGC3437      +10:49.9  +23:12.0  23400.0   1.127  1.0
NGC3608      +11:14.4  +18:26.0  23400.0   1.472  1.0
NGC3684      +11:24.6  +17:18.0  23400.0   1.169  1.0
NGC3904      +11:46.7  -29:00.0  23400.0   1.722  1.0
NGC584       +01:28.8  -07:08.0  23400.0   2.911  1.0
UGC5349      +09:55.1  +37:32.0  23400.0   0.370  1.0
UGC5478      +10:06.6  +30:24.0  23400.0   0.119  1.0
UGC5633      +10:22.0  +15:00.0  23400.0   0.196  1.0
NGC7188      +22:03.5  -20:19.1  23402.8   0.429  1.0
PGC1174996   +12:40.6  +00:46.2  23416.7   0.007  1.0
ESO482-035   +03:41.2  -23:50.2  23430.6   0.263  1.0
PGC1185172   +15:07.6  +01:07.2  23430.6   0.006  1.0
UGC06241     +11:12.1  +28:29.2  23430.6   0.143  1.0
PGC1164263   +11:29.3  +00:22.3  23444.4   0.003  1.0
PGC1127784   +02:27.4  -01:03.5  23458.3   0.022  1.0
PGC2575228   +13:10.7  +58:09.4  23472.2   0.022  1.0
ESO572-008   +11:53.0  -18:22.6  23500.0   0.150  1.0
NGC1832      +05:09.8  -15:45.0  23500.0   1.820  1.0
NGC3686      +11:25.1  +17:30.0  23500.0   1.472  1.0
NGC3756      +11:34.0  +54:34.0  23500.0   1.500  1.0
NGC4635      +12:40.2  +20:13.0  23500.0   0.453  1.0
NGC6412      +17:31.4  +75:44.0  23500.0   1.169  1.0
NGC7155      +21:52.9  -49:46.0  23500.0   0.655  1.0
UGC7911      +12:41.9  +00:45.0  23500.0   0.286  1.0
ESO039-006   +12:09.2  -75:28.4  23513.9   0.766  1.0
ESO556-019   +06:21.8  -20:13.5  23513.9   0.164  1.0
NGC1403      +03:39.2  -22:23.3  23513.9   0.236  1.0
NGC4205      +12:14.9  +63:46.9  23513.9   0.839  1.0
PGC757372    +01:19.4  -27:16.5  23513.9   0.007  1.0
ESO504-030   +11:57.2  -27:41.9  23541.7   0.157  1.0
PGC027427    +09:37.7  +27:34.1  23555.6   0.021  1.0
ESO505-003   +12:01.1  -24:34.0  23569.4   1.057  1.0
ESO572-030   +11:58.4  -22:26.4  23569.4   0.360  1.0
PGC1272739   +12:37.4  +04:45.1  23583.3   0.011  1.0
IC3501       +12:33.8  +13:19.3  23597.2   0.113  1.0
NGC3879      +11:46.8  +69:23.0  23597.2   0.608  1.0
NGC2460      +07:52.6  +60:29.0  23600.0   1.000  1.0
NGC3254      +10:26.5  +29:45.0  23600.0   2.070  1.0
NGC4790      +12:52.3  -09:58.0  23600.0   1.047  1.0
UGCA201      +10:03.4  +29:12.0  23600.0   0.138  1.0
ESO142-032   +19:42.6  -58:48.1  23611.1   0.120  1.0
ESO440-030   +11:55.4  -28:44.1  23611.1   0.180  1.0
PGC039763    +12:20.0  +75:29.8  23611.1   0.095  1.0
ESO443-061   +13:05.8  -28:25.3  23625.0   0.263  1.0
PGC1547287   +13:06.7  +17:59.6  23625.0   0.005  1.0
ESO213-002   +09:49.3  -47:55.3  23638.9   2.014  1.0
ESO358-063   +03:46.3  -34:56.5  23638.9   2.270  1.0
NGC5584      +14:22.4  -00:23.2  23638.9   1.294  1.0
IC0978       +14:08.9  -02:58.4  23652.8   0.145  1.0
PGC132468    +22:07.4  -33:22.9  23652.8   0.160  1.0
UGC04988     +09:23.2  +34:44.0  23652.8   0.082  1.0
ESO428-031   +07:25.0  -32:29.9  23666.7   0.964  1.0
PGC2336386   +10:40.7  +49:12.4  23666.7   0.011  1.0
ESO172-006   +12:43.2  -52:47.8  23680.6   0.089  1.0
PGC920013    +09:30.7  -14:46.9  23694.4   0.048  1.0
NGC1359      +03:31.5  -19:41.0  23700.0   0.973  1.0
NGC2768      +09:07.8  +60:15.0  23700.0   4.406  1.0
NGC5145      +13:23.0  +43:31.0  23700.0   0.608  1.0
NGC7723      +23:36.4  -13:14.0  23700.0   2.032  1.0
UGC11557     +20:23.0  +60:02.0  23700.0   1.047  1.0
UGC11651     +20:55.1  +25:46.0  23700.0   0.794  1.0
UGC6447      +11:23.9  +59:26.0  23700.0   0.200  1.0
UGC8365      +13:16.5  +42:12.0  23700.0   0.179  1.0
UGC8995      +14:02.4  +09:03.0  23700.0   0.263  1.0
NGC4363      +12:23.5  +74:57.1  23708.3   0.139  1.0
NGC5725      +14:40.9  +02:11.1  23722.2   0.198  1.0
ESO407-011   +23:14.9  -33:46.6  23750.0   0.108  1.0
ESO601-007   +22:02.3  -21:02.4  23750.0   0.286  1.0
NGC4081      +12:04.5  +64:26.2  23750.0   0.705  1.0
